City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,jiayuguan,39.8167,98.3,31.09,15,0,2.5,CN,1690428123
364,dakhla,23.6848,-15.958,19.7,91,0,10.55,EH,1690428123
365,sil-li,39.4947,125.4736,25.99,86,100,2.27,KP,1690428124
366,cao bang,22.6667,106.25,33.67,59,92,0.56,VN,1690428017
367,bukama,-9.2,25.85,19.33,41,89,0.88,CD,1690427964
368,umea,63.8284,20.2597,13.28,93,100,1.03,SE,1690428124
369,maceio,-9.6658,-35.7353,20.69,94,0,1.54,BR,1690428125
370,gebeit,21.0667,36.3167,30.08,40,6,5.39,SD,1690428126
371,independence,39.0911,-94.4155,32.22,69,0,3.09,US,1690427833
372,amursk,50.2261,136.8994,26.9,58,37,1.58,RU,1690428126
373,pimenta bueno,-11.6725,-61.1936,23.88,47,40,0.73,BR,1690428126
374,belmonte,-15.8631,-38.8828,22.22,74,40,2.75,BR,1690428127
375,yuza,39.0,139.9167,30.03,67,6,3.5,JP,1690427941
376,alofi,-19.0595,-169.9187,23.94,100,75,2.57,NU,1690428127
377,yaren,-0.5472,166.916,28.86,76,46,4.4,NR,1690428128
378,carbonear,47.7332,-53.2148,19.3,88,77,4.68,CA,1690428128
379,malango,-2.9627,119.9001,26.7,57,28,1.66,ID,1690428129
380,viqueque,-8.8673,126.3658,25.49,69,86,2.58,TL,1690428129
381,santa sylvina,-27.8326,-61.1375,11.8,70,98,2.38,AR,1690428129
382,prince george,53.9166,-122.753,18.69,63,100,0.89,CA,1690428130
383,nema,57.5067,50.5011,18.78,84,71,4.2,RU,1690428130
384,kishtwar,33.3167,75.7667,23.18,81,24,1.0,IN,1690428130
385,bryne,58.7354,5.6477,14.41,94,100,2.06,NO,1690428131
386,tosontsengel,48.7567,98.2839,18.75,47,61,0.6,MN,1690428131
387,aral,40.5156,81.2636,32.96,23,6,0.41,CN,1690428131
388,okhotsk,59.3833,143.3,18.15,80,92,1.55,RU,1690428131
389,mashhad,36.297,59.6062,27.08,57,0,2.06,IR,1690428133
390,mossel bay,-34.1831,22.146,9.96,80,27,2.66,ZA,1690428134
391,merritt,50.1123,-120.7942,20.18,41,79,0.45,CA,1690428134
392,donghai,22.9459,115.642,30.9,64,82,4.29,CN,1690428134
393,ponta delgada,37.7333,-25.6667,20.4,88,20,2.06,PT,1690428134
394,choyr,46.3611,108.3611,23.01,37,2,3.47,MN,1690428135
395,riosucio,5.4216,-75.7032,15.56,98,99,0.63,CO,1690427852
396,mersing,2.4312,103.8405,30.95,79,40,4.63,MY,1690428136
397,zanjan,36.6736,48.4787,17.83,68,0,2.06,IR,1690428136
398,kourou,5.1552,-52.6478,25.03,86,81,2.82,GF,1690427886
399,moab,38.5733,-109.5498,32.03,37,14,2.14,US,1690428136
400,ko pha ngan,9.7578,100.0291,30.38,79,100,8.3,TH,1690428136
401,mana,5.6592,-53.7767,25.69,85,100,3.3,GF,1690428137
402,haiku-pauwela,20.9219,-156.3051,28.61,74,40,12.35,US,1690428137
403,ikom,5.9667,8.7063,23.18,99,100,0.72,NG,1690428051
404,tamanrasset,22.785,5.5228,27.95,11,0,5.14,DZ,1690428138
405,bubaque,11.2833,-15.8333,27.48,81,100,5.34,GW,1690428138
406,rawlins,41.7911,-107.2387,22.94,28,0,5.66,US,1690428139
407,bodo,67.28,14.405,15.43,92,0,1.54,NO,1690428139
408,sao gabriel da cachoeira,-0.1303,-67.0892,23.16,94,81,0.75,BR,1690428139
409,ushtobe,45.2514,77.9838,34.37,14,59,1.32,KZ,1690428140
410,khandyga,62.6667,135.6,22.77,28,0,5.11,RU,1690428140
411,puerto rico,-26.796,-55.024,14.75,95,42,1.28,AR,1690428140
412,traralgon,-38.1833,146.5333,18.28,30,0,1.21,AU,1690427896
413,bemidji,47.4736,-94.8803,24.94,93,0,1.54,US,1690428141
414,osby,56.3816,13.9936,10.73,95,99,3.02,SE,1690428141
415,kingston,17.997,-76.7936,29.53,80,40,7.2,JM,1690428142
416,lazaro cardenas,17.9583,-102.2,28.07,77,74,2.35,MX,1690428142
417,ola,59.5833,151.2833,16.75,98,100,3.91,RU,1690428143
418,ad dawadimi,24.5077,44.3924,24.64,15,92,3.4,SA,1690428143
419,ko lanta,7.5336,99.0865,28.03,79,88,6.73,TH,1690428143
420,beidao,34.5686,105.8933,20.17,90,100,2.53,CN,1690428144
421,ndago,-4.6,34.35,14.86,60,37,4.62,TZ,1690428144
422,gunjur,13.2019,-16.7339,27.04,94,40,0.0,GM,1690428144
423,alta,69.9689,23.2717,14.59,81,100,4.47,NO,1690428145
424,mansa,29.9833,75.3833,29.3,74,100,3.07,IN,1690428145
425,tromso,69.6496,18.957,11.32,87,20,4.63,NO,1690428146
426,kingscliff,-28.2667,153.5667,21.54,59,100,3.6,AU,1690428146
427,gadzhiyevo,69.2551,33.3362,10.38,94,100,0.52,RU,1690428146
428,apolinario saravia,-24.4328,-63.9954,12.84,66,100,3.02,AR,1690428147
429,hilo,19.7297,-155.09,30.16,83,40,4.12,US,1690428147
430,nyagan,62.1406,65.3936,18.25,82,51,2.03,RU,1690428147
431,labrador city,52.9463,-66.9114,11.95,94,100,1.03,CA,1690428147
432,kendari,-3.945,122.4989,29.46,61,25,1.33,ID,1690428063
433,markovo,57.3206,107.0881,23.67,65,100,1.96,RU,1690428148
434,honiara,-9.4333,159.95,28.71,83,100,3.0,SB,1690428148
435,morant bay,17.8815,-76.4093,29.79,86,77,3.43,JM,1690428149
436,yarmouth,41.7057,-70.2286,23.89,91,0,6.17,US,1690428149
437,deland,29.0283,-81.3031,26.97,91,0,0.0,US,1690428149
438,tsiombe,-25.3,45.4833,18.03,58,0,5.6,MG,1690428047
439,chos malal,-37.3781,-70.2709,5.57,40,52,2.14,AR,1690428149
440,hobyo,5.3505,48.5268,24.34,83,71,9.85,SO,1690428150
441,san agustin de valle fertil,-30.6335,-67.4682,9.29,69,75,1.41,AR,1690428150
442,ceeldheer,3.8488,47.1806,23.89,86,85,7.18,SO,1690428025
443,zhuanghe,39.7008,122.9911,25.1,88,99,4.05,CN,1690428151
444,aswan,24.0934,32.907,32.2,16,100,2.45,EG,1690428151
445,uzda,53.4627,27.2137,13.29,95,100,3.68,BY,1690428151
446,keetmanshoop,-26.5833,18.1333,7.76,46,0,3.21,NA,1690428006
447,mahanoro,-19.9,48.8,18.2,75,100,4.05,MG,1690428152
448,antonio enes,-16.2325,39.9086,19.32,78,0,4.55,MZ,1690428029
449,puerto santa,-8.9906,-78.6456,20.9,80,83,4.82,PE,1690428153
450,colonia,50.9333,6.95,16.65,76,0,4.12,DE,1690428153
451,palikir - national government center,6.9248,158.1611,31.41,66,75,2.06,FM,1690428154
452,remontnoye,46.5614,43.6501,22.8,49,0,4.1,RU,1690428154
453,lospalos,-8.5186,127.0025,22.69,77,76,4.23,TL,1690428121
454,sobhodero,27.3046,68.3976,33.04,63,100,2.29,PK,1690428155
455,priozersk,61.0393,30.1291,16.08,100,48,1.73,RU,1690428155
456,nova sintra,14.8667,-24.7167,22.94,85,63,7.68,CV,1690428156
457,hard bargain,26.3167,-77.5667,28.52,73,100,6.4,BS,1690428156
458,funafuti,-8.5243,179.1942,29.0,84,100,6.69,TV,1690428156
459,salvador,13.8333,-88.9167,25.58,84,66,0.74,SV,1690428157
460,saint-francois,46.4154,3.9054,15.69,72,20,2.57,FR,1690428157
461,sopela,43.3789,-2.9831,19.26,84,0,1.03,ES,1690428157
462,chibougamau,49.9168,-74.3659,18.79,72,75,2.75,CA,1690428158
463,hangu,39.2489,117.7892,32.02,59,19,3.84,CN,1690428158
464,pandan,14.0453,124.1694,30.5,68,100,6.8,PH,1690428158
465,as sulayyil,20.4607,45.5779,29.14,11,82,4.14,SA,1690428158
466,raja,8.4596,25.678,20.6,93,100,1.36,SS,1690428159
467,brigantine,39.4101,-74.3646,25.01,92,0,4.12,US,1690428159
468,iquique,-20.2208,-70.1431,18.02,85,63,0.52,CL,1690428160
469,sinabang,2.4803,96.3801,28.96,71,79,1.41,ID,1690428160
470,yemetsk,63.4721,41.7941,14.0,100,100,1.9,RU,1690428160
471,kununurra,-15.7667,128.7333,27.99,28,7,3.09,AU,1690428161
472,nagqu,31.5,92.0,6.6,80,100,0.55,CN,1690428161
473,yangquan,37.8575,113.5633,31.5,41,98,2.1,CN,1690428161
474,shaowu,27.3409,117.4831,31.11,59,52,5.24,CN,1690428162
475,qarauyl,48.9451,79.255,24.76,31,100,6.75,KZ,1690428162
476,sirte,31.2089,16.5887,27.42,81,0,5.84,LY,1690428163
477,mazatan,14.8667,-92.45,27.04,89,75,0.0,MX,1690428163
478,susuman,62.7833,148.1667,9.4,82,100,2.74,RU,1690428163
479,onokhoy,51.932,108.0747,23.86,53,100,4.17,RU,1690428164
480,port alfred,-33.5906,26.891,16.13,86,66,7.47,ZA,1690428164
481,erbil,36.1926,44.0106,26.9,21,0,1.03,IQ,1690428165
482,richards bay,-28.783,32.0377,17.06,68,0,6.75,ZA,1690428165
483,vila franca do campo,37.7167,-25.4333,20.23,86,2,2.11,PT,1690428165
484,luderitz,-26.6481,15.1594,12.32,69,0,3.25,NA,1690428049
485,kalabo,-14.97,22.6814,11.78,56,0,2.8,ZM,1690428166
486,ha'il,27.5219,41.6907,25.01,22,0,2.06,SA,1690428166
487,nadym,65.5333,72.5167,22.3,63,14,3.13,RU,1690428166
488,happy valley-goose bay,53.3168,-60.3315,19.17,63,75,1.54,CA,1690428167
489,el calafate,-50.3408,-72.2768,-3.62,71,100,0.71,AR,1690428167
490,juneau,58.3019,-134.4197,17.0,100,75,2.57,US,1690428167
491,kudahuvadhoo,2.6708,72.8944,28.11,78,46,4.81,MV,1690428168
492,suksun,57.1431,57.3949,18.64,79,25,2.45,RU,1690428168
493,ar ruways,24.1103,52.7306,33.88,70,100,2.85,AE,1690428168
494,qinggang,46.6833,126.0833,28.33,72,100,7.46,CN,1690428169
495,santa marta,11.2408,-74.199,28.03,83,75,3.09,CO,1690428169
496,illizi,26.4833,8.4667,29.89,11,0,3.45,DZ,1690428169
497,amga,60.8953,131.9608,23.79,44,100,2.38,RU,1690428169
498,key largo,25.0865,-80.4473,27.78,74,100,8.05,US,1690428170
499,peace river,56.2501,-117.286,17.17,88,100,4.63,CA,1690428171
500,narvik,68.4384,17.4272,15.77,96,28,0.28,NO,1690428171
501,urangan,-25.3,152.9,21.22,64,84,6.2,AU,1690428171
502,keflavik,64.0049,-22.5624,9.24,87,0,3.6,IS,1690428171
503,dedougou,12.4667,-3.4667,27.01,67,100,2.96,BF,1690428172
504,xilin hot,43.9667,116.0333,27.56,45,1,2.97,CN,1690428172
505,aripuana,-9.1667,-60.6333,23.29,55,14,0.31,BR,1690428173
506,okha,53.5739,142.9478,14.39,93,100,1.93,RU,1690428173
507,hongqiao,26.7684,112.1081,32.38,60,46,2.92,CN,1690428173
508,novo aripuana,-5.1206,-60.3797,24.75,56,14,1.18,BR,1690428173
509,huanuni,-18.2667,-66.85,1.49,36,0,1.55,BO,1690427902
510,prineville,44.2999,-120.8345,26.06,27,0,3.09,US,1690428174
511,zeya,53.75,127.2667,30.56,32,42,2.26,RU,1690428174
512,belyy yar,53.6039,91.3903,19.94,73,0,2.0,RU,1690428174
513,glace bay,46.1969,-59.957,21.55,88,20,3.6,CA,1690428175
514,kutum,14.2,24.6667,22.79,70,65,5.45,SD,1690428175
515,grande prairie,55.1667,-118.8027,14.1,94,100,5.14,CA,1690428175
516,berdigestyakh,62.0989,126.6992,23.55,44,100,1.56,RU,1690428176
517,ondjiva,-17.0667,15.7333,16.02,29,12,2.57,AO,1690428176
518,ingeniero guillermo n. juarez,-23.9,-61.85,16.91,65,100,1.62,AR,1690428176
519,port-cartier,50.0334,-66.8654,19.82,78,66,2.42,CA,1690428177
520,lapy,52.9911,22.8842,13.48,93,100,2.11,PL,1690428177
521,ketchikan,55.3422,-131.6461,18.26,72,100,2.06,US,1690428178
522,kanash,55.5086,47.4956,20.32,83,37,5.35,RU,1690428150
523,urengoy,65.9667,78.3667,24.14,55,99,1.75,RU,1690428179
524,akrehamn,59.2667,5.1833,14.14,94,100,1.54,NO,1690428179
525,nguigmi,14.2495,13.1092,28.88,60,95,5.41,NE,1690428179
526,ciudad acuna,29.3232,-100.9522,35.16,24,0,3.09,MX,1690428180
527,santa ana de yacuma,-13.75,-65.4333,25.23,45,2,1.25,BO,1690428180
528,hanzhong,33.0728,107.0303,23.75,94,100,1.38,CN,1690428180
529,mount isa,-20.7333,139.5,25.87,50,8,5.14,AU,1690428180
530,ulysses,37.5814,-101.3552,29.02,51,0,5.14,US,1690428181
531,praia,14.9215,-23.5087,26.3,89,20,5.66,CV,1690428181
532,volchansk,59.9378,60.081,18.11,62,44,2.95,RU,1690428181
533,shalqar,47.8333,59.6,27.85,35,4,3.81,KZ,1690428182
534,nahiyat ash shinafiyah,31.5874,44.6602,35.45,13,1,2.9,IQ,1690428182
535,bethanie,-26.4833,17.15,6.23,53,0,1.63,NA,1690428012
536,mao,39.8885,4.2658,20.31,94,0,1.03,ES,1690428183
537,ar rutbah,33.0381,40.2848,27.89,28,0,4.48,IQ,1690428183
538,oral,51.2333,51.3667,21.99,73,0,3.0,KZ,1690428033
539,inhambane,-23.865,35.3833,17.92,71,16,2.13,MZ,1690428049
540,kwang binh,17.4833,106.6,33.89,54,100,2.3,VN,1690428184
541,jasper,37.2001,-94.3502,31.03,58,0,4.63,US,1690428184
542,lone grove,34.1754,-97.2628,28.99,55,0,2.57,US,1690428184
543,jimenez,28.3333,-105.4,32.3,20,40,2.66,MX,1690428185
544,slave lake,55.2834,-114.769,15.99,67,100,2.69,CA,1690428185
545,wad az zaki,14.4619,32.2065,27.69,58,86,5.22,SD,1690428185
546,grums,59.3466,13.1091,12.28,94,75,2.57,SE,1690428186
547,betio village,1.358,172.9211,31.02,75,20,3.2,KI,1690428186
548,kill devil hills,36.0307,-75.676,28.32,83,0,4.63,US,1690428186
549,bay roberts,47.5999,-53.2648,19.25,88,83,1.79,CA,1690428187
550,port augusta,-32.5,137.7667,21.68,34,81,9.74,AU,1690428187
551,murzuq,25.9155,13.9184,29.85,11,0,4.5,LY,1690428187
552,beardstown,40.0176,-90.4243,29.34,66,41,1.93,US,1690428188
553,eyl,7.9803,49.8164,24.82,65,47,11.06,SO,1690428060
554,kristiansund,63.1115,7.732,15.03,94,100,3.09,NO,1690428188
555,paciran,-6.8767,112.3761,28.06,56,61,2.79,ID,1690428188
556,luganville,-15.5333,167.1667,22.65,82,100,5.89,VU,1690428189
557,lata,40.1629,-8.3327,18.23,93,81,1.65,PT,1690428189
558,basoko,1.2391,23.616,22.29,93,97,0.61,CD,1690428189
559,pavlodar,52.3,76.95,18.89,82,75,4.0,KZ,1690428190
560,rundu,-17.9333,19.7667,12.56,51,0,1.79,NA,1690428012
561,ouani,-12.1322,44.4258,24.64,74,46,5.61,KM,1690427969
562,i-n-salah,27.1935,2.4607,36.35,14,1,4.13,DZ,1690427900
563,sikonge,-5.6333,32.7667,15.01,59,77,2.63,TZ,1690428191
564,flin flon,54.7682,-101.865,11.37,95,100,4.94,CA,1690428191
565,sheridan,44.8333,-106.9173,25.39,51,0,4.12,US,1690428192
566,fang,19.9169,99.2145,30.9,57,36,1.5,TH,1690428041
567,gore,-46.1028,168.9436,5.52,87,99,4.87,NZ,1690428193
568,chuka,-0.3332,37.6459,13.75,82,39,1.64,KE,1690428193
569,puerto wilches,7.3483,-73.896,24.82,92,82,0.77,CO,1690428193
570,puerto plata,19.7934,-70.6884,24.91,94,75,3.6,DO,1690428194
571,devonport,-41.1667,146.35,13.62,83,100,0.45,AU,1690428194
572,santarem,-2.4431,-54.7083,24.07,100,0,0.0,BR,1690428194
573,fomboni,-12.28,43.7425,25.33,72,97,7.53,KM,1690427971
574,'alaqahdari dishu,30.4374,63.313,33.61,40,4,8.53,AF,1690428195
575,aljezur,37.3191,-8.8033,17.44,93,79,5.46,PT,1690428196
576,ad dabbah,18.05,30.95,32.92,42,96,8.14,SD,1690428196
577,lib,8.3122,167.3766,28.52,75,53,3.87,MH,1690428197
578,fort mcmurray,56.7268,-111.381,15.77,88,75,3.09,CA,1690428197
